EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_107879, De Villiers, Bryan, (024) 777 784 211, bryan.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_107880, Jones, Guillaume, (024) 777 553 890, guillaume.jones@heig-vd.ch, MALE, HEG, Assistant
EID_107881, Marchand, Fabien, (024) 777 193 515, fabien.marchand@heig-vd.ch, MALE, COMEM, Administratif
EID_107882, Belmondo, Fabrice, (024) 777 403 672, fabrice.belmondo@heig-vd.ch, MALE, DEPG, Professeur
EID_107883, Clément, Fabien, (024) 777 462 119, fabien.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_107884, Dupont, Carole, (024) 777 805 657, carole.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107885, Jones, Jimmy, (024) 777 325 445, jimmy.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_107886, Delon, Aurore, (024) 777 594 243, aurore.delon@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107887, Durant, Evelyne, (024) 777 782 668, evelyne.durant@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107888, Durant, Jimmy, (024) 777 198 182, jimmy.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_107889, De Decker, Luc, (024) 777 528 239, luc.dedecker@heig-vd.ch, MALE, COMEM, Administratif
EID_107890, Clément, Aurore, (024) 777 452 213, aurore.clement@heig-vd.ch, FEMALE, TIN, Administratif
EID_107891, Delon, Aurore, (024) 777 735 708, aurore.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_107892, Durant, Emil, (024) 777 323 261, emil.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_107893, De Decker, Amélie, (024) 777 808 853, amelie.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_107894, Belmondo, Charles, (024) 777 484 248, charles.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_107895, Bauer, Emil, (024) 777 880 130, emil.bauer@heig-vd.ch, MALE, EC, Administratif
EID_107896, Belmondo, Jimmy, (024) 777 830 318, jimmy.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_107897, Jones, Lucien, (024) 777 129 685, lucien.jones@heig-vd.ch, MALE, HEG, Assistant
EID_107898, Dupont, Marc, (024) 777 508 545, marc.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_107899, Durant, Bernadette, (024) 777 212 462, bernadette.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_107900, De Villiers, Henriette, (024) 777 133 190, henriette.devilliers@heig-vd.ch, FEMALE, DEPG, Assistant
EID_107901, Delon, Marc, (024) 777 604 596, marc.delon@heig-vd.ch, MALE, TIN, Professeur
EID_107902, Belmondo, Emilie, (024) 777 603 584, emilie.belmondo@heig-vd.ch, FEMALE, DEPG, Assistant
EID_107903, De Villiers, Dylan, (024) 777 723 496, dylan.devilliers@heig-vd.ch, MALE, TIC, Etudiant
EID_107904, Belmondo, Fabrice, (024) 777 774 851, fabrice.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_107905, Delon, Emil, (024) 777 640 781, emil.delon@heig-vd.ch, MALE, TIC, Assistant
EID_107906, Durant, Emma, (024) 777 526 369, emma.durant@heig-vd.ch, FEMALE, EC, Assistant
EID_107907, De Decker, Emil, (024) 777 281 595, emil.dedecker@heig-vd.ch, MALE, TIN, Etudiant
EID_107908, Dupont, Jimmy, (024) 777 648 287, jimmy.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_107909, Dupond, Luc, (024) 777 619 818, luc.dupond@heig-vd.ch, MALE, HEG, Administratif
EID_107910, Delon, Jimmy, (024) 777 689 339, jimmy.delon@heig-vd.ch, MALE, COMEM, Administratif
EID_107911, Dupont, Brigitte, (024) 777 783 899, brigitte.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_107912, Dupond, Marc, (024) 777 543 701, marc.dupond@heig-vd.ch, MALE, TIN, Etudiant
EID_107913, Smith, Bryan, (024) 777 847 730, bryan.smith@heig-vd.ch, MALE, COMEM, Assistant
EID_107914, Bauer, Carine, (024) 777 877 326, carine.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_107915, Simpson, Bernard, (024) 777 721 246, bernard.simpson@heig-vd.ch, MALE, TIC, Etudiant
EID_107916, Durant, Christine, (024) 777 426 654, christine.durant@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107917, Dupont, Edgar, (024) 777 608 144, edgar.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_107918, Dupont, Fabrice, (024) 777 826 706, fabrice.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_107919, Smith, Dorothé, (024) 777 791 580, dorothe.smith@heig-vd.ch, FEMALE, TIN, Professeur
EID_107920, Smith, Danièle, (024) 777 544 502, daniele.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_107921, De Villiers, Cédric, (024) 777 514 677, cedric.devilliers@heig-vd.ch, MALE, HEG, Administratif
EID_107922, Durant, Faustine, (024) 777 621 678, faustine.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_107923, Jones, Bernard, (024) 777 889 715, bernard.jones@heig-vd.ch, MALE, TIN, Professeur
EID_107924, Simpson, Didier, (024) 777 518 838, didier.simpson@heig-vd.ch, MALE, DEPG, Administratif
EID_107925, Delon, Dylan, (024) 777 589 692, dylan.delon@heig-vd.ch, MALE, HEG, Etudiant
EID_107926, De Villiers, Luc, (024) 777 360 502, luc.devilliers@heig-vd.ch, MALE, TIC, Administratif
EID_107927, Dupond, Frédéric, (024) 777 291 463, frederic.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_107928, Clément, Marc, (024) 777 397 775, marc.clement@heig-vd.ch, MALE, TIC, Etudiant
EID_107929, Jones, Cédric, (024) 777 192 353, cedric.jones@heig-vd.ch, MALE, TIN, Administratif
EID_107930, Clément, Bryan, (024) 777 321 248, bryan.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_107931, Dupond, Evelyne, (024) 777 476 776, evelyne.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_107932, Belmondo, Evelyne, (024) 777 717 178, evelyne.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_107933, Belmondo, Gilles, (024) 777 513 469, gilles.belmondo@heig-vd.ch, MALE, HEG, Professeur
EID_107934, Durant, Evelyne, (024) 777 294 710, evelyne.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_107935, Dupond, Julien, (024) 777 648 227, julien.dupond@heig-vd.ch, MALE, COMEM, Professeur
EID_107936, Marchand, Henriette, (024) 777 507 658, henriette.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_107937, Belmondo, Fabien, (024) 777 404 162, fabien.belmondo@heig-vd.ch, MALE, EC, Administratif
EID_107938, De Villiers, Bryan, (024) 777 113 561, bryan.devilliers@heig-vd.ch, MALE, TIC, Professeur
EID_107939, De Villiers, Amélie, (024) 777 843 767, amelie.devilliers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107940, Marchand, Didier, (024) 777 467 147, didier.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_107941, Marchand, Carine, (024) 777 848 702, carine.marchand@heig-vd.ch, FEMALE, TIC, Assistant
EID_107942, Simpson, Julien, (024) 777 754 481, julien.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_107943, Dupond, Carole, (024) 777 826 693, carole.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_107944, Dupond, Bernadette, (024) 777 342 519, bernadette.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_107945, Belmondo, Julie, (024) 777 565 341, julie.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_107946, Jones, Brigitte, (024) 777 720 188, brigitte.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_107947, Smith, Brigitte, (024) 777 178 560, brigitte.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_107948, De Villiers, Fabrice, (024) 777 570 109, fabrice.devilliers@heig-vd.ch, MALE, TIC, Administratif
EID_107949, Jones, Julien, (024) 777 569 845, julien.jones@heig-vd.ch, MALE, TIN, Assistant
EID_107950, Durant, Amélie, (024) 777 520 895, amelie.durant@heig-vd.ch, FEMALE, TIN, Etudiant
EID_107951, Dupond, Emma, (024) 777 266 690, emma.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_107952, Simpson, Emil, (024) 777 851 751, emil.simpson@heig-vd.ch, MALE, EC, Assistant
EID_107953, Smith, Luc, (024) 777 596 652, luc.smith@heig-vd.ch, MALE, HEG, Professeur
EID_107954, Simpson, Emilie, (024) 777 107 441, emilie.simpson@heig-vd.ch, FEMALE, EC, Administratif
EID_107955, Jones, Christine, (024) 777 673 686, christine.jones@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107956, Dupond, Carine, (024) 777 435 498, carine.dupond@heig-vd.ch, FEMALE, TIN, Administratif
EID_107957, Jones, Charles, (024) 777 408 615, charles.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_107958, Jones, Edgar, (024) 777 234 139, edgar.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_107959, Smith, Fabienne, (024) 777 776 229, fabienne.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_107960, Simpson, Frédéric, (024) 777 295 507, frederic.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_107961, Dupond, Henri, (024) 777 433 849, henri.dupond@heig-vd.ch, MALE, TIN, Etudiant
EID_107962, Marchand, Lucien, (024) 777 273 600, lucien.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_107963, Dupont, Danièle, (024) 777 555 146, daniele.dupont@heig-vd.ch, FEMALE, EC, Administratif
EID_107964, Dupont, Julien, (024) 777 235 471, julien.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_107965, Durant, Carine, (024) 777 247 600, carine.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_107966, Dupond, Christine, (024) 777 655 778, christine.dupond@heig-vd.ch, FEMALE, DEPG, Professeur
EID_107967, Jones, Brigitte, (024) 777 365 359, brigitte.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_107968, Marchand, Fabien, (024) 777 102 257, fabien.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_107969, Delon, Jimmy, (024) 777 775 760, jimmy.delon@heig-vd.ch, MALE, COMEM, Professeur
EID_107970, Bauer, Luc, (024) 777 483 245, luc.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_107971, Simpson, Marc, (024) 777 801 570, marc.simpson@heig-vd.ch, MALE, EC, Administratif
EID_107972, Jones, Emil, (024) 777 691 419, emil.jones@heig-vd.ch, MALE, DEPG, Etudiant
EID_107973, De Decker, Christine, (024) 777 524 384, christine.dedecker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_107974, Jones, Charles, (024) 777 385 394, charles.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_107975, Dupond, Emil, (024) 777 130 718, emil.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_107976, Belmondo, Lucien, (024) 777 826 327, lucien.belmondo@heig-vd.ch, MALE, HEG, Professeur
EID_107977, Durant, Dorothé, (024) 777 659 647, dorothe.durant@heig-vd.ch, FEMALE, TIN, Etudiant
EID_107978, Dupond, Albert, (024) 777 634 865, albert.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_107979, De Villiers, Jimmy, (024) 777 537 250, jimmy.devilliers@heig-vd.ch, MALE, EC, Etudiant
EID_107980, De Decker, Edgar, (024) 777 655 796, edgar.dedecker@heig-vd.ch, MALE, DEPG, Assistant
EID_107981, Smith, Dorothé, (024) 777 117 542, dorothe.smith@heig-vd.ch, FEMALE, TIN, Professeur
EID_107982, Dupond, Lucien, (024) 777 848 251, lucien.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_107983, Dupont, Julie, (024) 777 732 760, julie.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_107984, Smith, Marc, (024) 777 436 510, marc.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_107985, Bauer, Evelyne, (024) 777 426 267, evelyne.bauer@heig-vd.ch, FEMALE, TIN, Etudiant
EID_107986, Delon, Guillaume, (024) 777 245 714, guillaume.delon@heig-vd.ch, MALE, TIN, Assistant
EID_107987, Bauer, Anne, (024) 777 165 119, anne.bauer@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107988, Bauer, Albert, (024) 777 821 854, albert.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_107989, Dupond, Marc, (024) 777 189 642, marc.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_107990, Bauer, Emilie, (024) 777 119 483, emilie.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_107991, Belmondo, Carine, (024) 777 374 470, carine.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107992, Clément, Emma, (024) 777 190 491, emma.clement@heig-vd.ch, FEMALE, HEG, Assistant
EID_107993, Delon, Albert, (024) 777 461 110, albert.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_107994, Delon, Albert, (024) 777 375 283, albert.delon@heig-vd.ch, MALE, EC, Professeur
EID_107995, De Decker, Bryan, (024) 777 223 794, bryan.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_107996, Bauer, Anne, (024) 777 523 333, anne.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_107997, Jones, Fabien, (024) 777 456 820, fabien.jones@heig-vd.ch, MALE, EC, Assistant
EID_107998, Durant, Guillaume, (024) 777 609 853, guillaume.durant@heig-vd.ch, MALE, TIC, Assistant
EID_107999, Marchand, Charles, (024) 777 808 553, charles.marchand@heig-vd.ch, MALE, EC, Administratif
EID_108000, Smith, Marc, (024) 777 340 198, marc.smith@heig-vd.ch, MALE, TIN, Professeur
EID_108001, Dupont, Anne, (024) 777 658 438, anne.dupont@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108002, Smith, Charles, (024) 777 770 763, charles.smith@heig-vd.ch, MALE, TIC, Professeur
EID_108003, Belmondo, Evelyne, (024) 777 216 368, evelyne.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_108004, Durant, Luc, (024) 777 359 110, luc.durant@heig-vd.ch, MALE, TIN, Assistant
EID_108005, Dupont, Fabienne, (024) 777 154 246, fabienne.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_108006, Smith, Julien, (024) 777 593 760, julien.smith@heig-vd.ch, MALE, TIC, Professeur
EID_108007, Belmondo, Jimmy, (024) 777 882 701, jimmy.belmondo@heig-vd.ch, MALE, DEPG, Administratif
EID_108008, Simpson, Faustine, (024) 777 113 209, faustine.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_108009, Dupont, Guillaume, (024) 777 207 373, guillaume.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_108010, Clément, Edgar, (024) 777 726 480, edgar.clement@heig-vd.ch, MALE, HEG, Administratif
EID_108011, Marchand, Gilles, (024) 777 221 445, gilles.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_108012, Jones, Guillaume, (024) 777 396 437, guillaume.jones@heig-vd.ch, MALE, EC, Administratif
EID_108013, Delon, Emma, (024) 777 180 456, emma.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_108014, Clément, Amélie, (024) 777 579 383, amelie.clement@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108015, Durant, Faustine, (024) 777 567 331, faustine.durant@heig-vd.ch, FEMALE, TIC, Administratif
EID_108016, Smith, Fabrice, (024) 777 620 129, fabrice.smith@heig-vd.ch, MALE, HEG, Assistant
EID_108017, Belmondo, Didier, (024) 777 657 302, didier.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_108018, Delon, Cédric, (024) 777 367 851, cedric.delon@heig-vd.ch, MALE, TIC, Professeur
EID_108019, Bauer, Evelyne, (024) 777 304 131, evelyne.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_108020, Smith, Aurore, (024) 777 685 389, aurore.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108021, Durant, Emil, (024) 777 673 880, emil.durant@heig-vd.ch, MALE, DEPG, Etudiant
EID_108022, De Decker, Emil, (024) 777 526 209, emil.dedecker@heig-vd.ch, MALE, COMEM, Etudiant
EID_108023, Clément, Cédric, (024) 777 171 791, cedric.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_108024, Belmondo, Emma, (024) 777 733 257, emma.belmondo@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108025, Simpson, Brigitte, (024) 777 231 621, brigitte.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108026, Delon, Carine, (024) 777 842 856, carine.delon@heig-vd.ch, FEMALE, EC, Professeur
EID_108027, De Decker, Amélie, (024) 777 164 256, amelie.dedecker@heig-vd.ch, FEMALE, HEG, Assistant
EID_108028, Bauer, Christine, (024) 777 664 738, christine.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_108029, Clément, Christine, (024) 777 508 517, christine.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_108030, Delon, Carole, (024) 777 893 434, carole.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108031, Clément, Gontran, (024) 777 463 232, gontran.clement@heig-vd.ch, MALE, HEG, Assistant
EID_108032, Durant, Emil, (024) 777 176 881, emil.durant@heig-vd.ch, MALE, TIC, Professeur
EID_108033, Durant, Lucien, (024) 777 370 478, lucien.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_108034, De Decker, Georgette, (024) 777 531 787, georgette.dedecker@heig-vd.ch, FEMALE, HEG, Professeur
EID_108035, Belmondo, Irène, (024) 777 826 343, irene.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_108036, De Decker, Bernard, (024) 777 559 689, bernard.dedecker@heig-vd.ch, MALE, HEG, Professeur
EID_108037, Smith, Emil, (024) 777 581 708, emil.smith@heig-vd.ch, MALE, TIC, Assistant
EID_108038, Marchand, Faustine, (024) 777 722 303, faustine.marchand@heig-vd.ch, FEMALE, TIC, Professeur
EID_108039, Marchand, Fabrice, (024) 777 843 542, fabrice.marchand@heig-vd.ch, MALE, EC, Professeur
EID_108040, De Villiers, Faustine, (024) 777 294 105, faustine.devilliers@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108041, Clément, Julien, (024) 777 874 356, julien.clement@heig-vd.ch, MALE, EC, Professeur
EID_108042, Dupont, Emilie, (024) 777 556 247, emilie.dupont@heig-vd.ch, FEMALE, TIN, Administratif
EID_108043, Dupond, Henri, (024) 777 806 611, henri.dupond@heig-vd.ch, MALE, COMEM, Professeur
EID_108044, Jones, Fabien, (024) 777 164 682, fabien.jones@heig-vd.ch, MALE, TIC, Administratif
EID_108045, Delon, Dorothé, (024) 777 150 147, dorothe.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_108046, Clément, Amélie, (024) 777 558 859, amelie.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_108047, Durant, Gilles, (024) 777 857 342, gilles.durant@heig-vd.ch, MALE, TIC, Administratif
EID_108048, Dupont, Georgette, (024) 777 316 132, georgette.dupont@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108049, Marchand, Gilles, (024) 777 212 554, gilles.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_108050, Belmondo, Bryan, (024) 777 304 367, bryan.belmondo@heig-vd.ch, MALE, HEG, Etudiant
EID_108051, De Decker, Dorothé, (024) 777 169 707, dorothe.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_108052, Marchand, Albert, (024) 777 120 492, albert.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_108053, Bauer, Christine, (024) 777 502 681, christine.bauer@heig-vd.ch, FEMALE, EC, Etudiant
EID_108054, Clément, Luc, (024) 777 591 377, luc.clement@heig-vd.ch, MALE, TIC, Administratif
EID_108055, Delon, Bernard, (024) 777 203 234, bernard.delon@heig-vd.ch, MALE, TIC, Professeur
EID_108056, Clément, Julie, (024) 777 792 142, julie.clement@heig-vd.ch, FEMALE, TIN, Assistant
EID_108057, Clément, Carine, (024) 777 167 595, carine.clement@heig-vd.ch, FEMALE, TIC, Professeur
EID_108058, Durant, Henri, (024) 777 643 427, henri.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_108059, Dupond, Carole, (024) 777 501 675, carole.dupond@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108060, Delon, Dorothé, (024) 777 656 454, dorothe.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108061, Belmondo, Dylan, (024) 777 829 248, dylan.belmondo@heig-vd.ch, MALE, COMEM, Professeur
EID_108062, Marchand, Marc, (024) 777 628 757, marc.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_108063, Marchand, Emil, (024) 777 527 309, emil.marchand@heig-vd.ch, MALE, COMEM, Administratif
EID_108064, Clément, Dorothé, (024) 777 428 460, dorothe.clement@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108065, De Villiers, Gontran, (024) 777 607 824, gontran.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_108066, De Villiers, Julien, (024) 777 743 831, julien.devilliers@heig-vd.ch, MALE, DEPG, Administratif
EID_108067, Bauer, Fabienne, (024) 777 221 245, fabienne.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_108068, Delon, Fabien, (024) 777 136 220, fabien.delon@heig-vd.ch, MALE, EC, Etudiant
EID_108069, Marchand, Julien, (024) 777 174 694, julien.marchand@heig-vd.ch, MALE, EC, Administratif
EID_108070, Simpson, Frédéric, (024) 777 680 135, frederic.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_108071, Durant, Anne, (024) 777 552 494, anne.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_108072, Dupont, Emilie, (024) 777 774 564, emilie.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108073, Delon, Bryan, (024) 777 725 434, bryan.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_108074, Belmondo, Dorothé, (024) 777 187 632, dorothe.belmondo@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108075, Dupond, Fabienne, (024) 777 850 747, fabienne.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_108076, Clément, Dorothé, (024) 777 749 883, dorothe.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_108077, Dupont, Fabienne, (024) 777 323 820, fabienne.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_108078, Durant, Carole, (024) 777 379 801, carole.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_108079, Delon, Christine, (024) 777 248 158, christine.delon@heig-vd.ch, FEMALE, TIN, Administratif
EID_108080, Clément, Fabien, (024) 777 612 828, fabien.clement@heig-vd.ch, MALE, TIC, Professeur
EID_108081, Dupont, Anne, (024) 777 152 771, anne.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108082, De Villiers, Dorothé, (024) 777 682 356, dorothe.devilliers@heig-vd.ch, FEMALE, TIC, Assistant
EID_108083, Bauer, Emil, (024) 777 861 549, emil.bauer@heig-vd.ch, MALE, DEPG, Professeur
EID_108084, Jones, Fabrice, (024) 777 105 483, fabrice.jones@heig-vd.ch, MALE, EC, Administratif
EID_108085, Belmondo, Faustine, (024) 777 717 404, faustine.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_108086, Delon, Emilie, (024) 777 398 883, emilie.delon@heig-vd.ch, FEMALE, TIN, Professeur
EID_108087, Delon, Dorothé, (024) 777 365 755, dorothe.delon@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108088, De Decker, Irène, (024) 777 492 548, irene.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_108089, Bauer, Fabienne, (024) 777 682 562, fabienne.bauer@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108090, Delon, Guillaume, (024) 777 248 316, guillaume.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_108091, Durant, Aurore, (024) 777 333 709, aurore.durant@heig-vd.ch, FEMALE, TIN, Professeur
EID_108092, Bauer, Gilles, (024) 777 473 318, gilles.bauer@heig-vd.ch, MALE, DEPG, Professeur
EID_108093, Marchand, Faustine, (024) 777 647 348, faustine.marchand@heig-vd.ch, FEMALE, TIC, Assistant
EID_108094, Simpson, Georgette, (024) 777 496 879, georgette.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_108095, De Decker, Fabien, (024) 777 660 308, fabien.dedecker@heig-vd.ch, MALE, EC, Administratif
EID_108096, Belmondo, Aurore, (024) 777 455 146, aurore.belmondo@heig-vd.ch, FEMALE, EC, Etudiant
EID_108097, Dupond, Cédric, (024) 777 812 313, cedric.dupond@heig-vd.ch, MALE, TIC, Professeur
EID_108098, Simpson, Jimmy, (024) 777 206 772, jimmy.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_108099, Clément, Luc, (024) 777 630 139, luc.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_108100, Bauer, Danièle, (024) 777 409 489, daniele.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_108101, Durant, Brigitte, (024) 777 219 291, brigitte.durant@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108102, Delon, Bernadette, (024) 777 157 294, bernadette.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_108103, Dupont, Bernard, (024) 777 336 732, bernard.dupont@heig-vd.ch, MALE, TIC, Administratif
EID_108104, Dupond, Emilie, (024) 777 607 502, emilie.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_108105, Clément, Carole, (024) 777 246 527, carole.clement@heig-vd.ch, FEMALE, HEG, Assistant
EID_108106, Bauer, Brigitte, (024) 777 635 128, brigitte.bauer@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108107, De Decker, Carine, (024) 777 321 589, carine.dedecker@heig-vd.ch, FEMALE, EC, Administratif
EID_108108, Simpson, Bernadette, (024) 777 121 885, bernadette.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108109, Smith, Guillaume, (024) 777 547 843, guillaume.smith@heig-vd.ch, MALE, TIC, Etudiant
EID_108110, Marchand, Dylan, (024) 777 855 676, dylan.marchand@heig-vd.ch, MALE, EC, Assistant
EID_108111, De Villiers, Irène, (024) 777 405 393, irene.devilliers@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108112, Marchand, Carole, (024) 777 765 509, carole.marchand@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108113, Dupond, Lucien, (024) 777 543 189, lucien.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_108114, Delon, Faustine, (024) 777 223 309, faustine.delon@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108115, Dupont, Fabienne, (024) 777 779 324, fabienne.dupont@heig-vd.ch, FEMALE, HEG, Administratif
EID_108116, Marchand, Georgette, (024) 777 124 848, georgette.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108117, Bauer, Georgette, (024) 777 651 179, georgette.bauer@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108118, Dupond, Bernadette, (024) 777 302 297, bernadette.dupond@heig-vd.ch, FEMALE, EC, Administratif
EID_108119, Clément, Christine, (024) 777 714 493, christine.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_108120, Belmondo, Dorothé, (024) 777 450 595, dorothe.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_108121, Dupont, Frédéric, (024) 777 289 557, frederic.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_108122, Simpson, Amélie, (024) 777 580 726, amelie.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108123, Clément, Jimmy, (024) 777 659 421, jimmy.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_108124, Jones, Jimmy, (024) 777 124 524, jimmy.jones@heig-vd.ch, MALE, EC, Assistant
